StockSymbol,TradeDate,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume
MSFT,2024-11-19,680.2,2008.13,751.2,1216.62,3356
META,2024-01-26,1963.7,806.95,1995.31,1625.62,676789
AAPL,2024-04-16,998.75,1693.31,1396.96,319.27,845205
AMZN,2024-11-20,891.78,1571.25,1940.53,369.19,830623
MSFT,2024-06-05,1705.69,1220.66,1025.69,877.94,923514
TSLA,2024-03-10,502.34,338.56,1782.33,214.13,345688
GOOGL,2024-05-12,952.97,2032.32,1113.62,1323.11,803600
TSLA,2024-02-25,564.05,1162.49,481.12,1790.09,214035
AMZN,2024-07-09,57.12,545.99,1448.0,677.37,763895
GOOGL,2023-12-27,1279.15,1760.01,597.16,1798.8,514399
NFLX,2024-07-17,1911.9,1820.31,775.71,283.24,209829
AAPL,2024-04-21,1648.19,1750.15,332.41,1851.0,993950
GOOGL,2024-10-17,1890.24,1308.08,1707.86,1909.94,139856
NVDA,2024-09-13,162.49,1060.5,164.52,1152.94,931450
TSLA,2024-01-29,1033.08,795.34,202.03,1521.71,937422
TSLA,2024-09-11,1181.36,1736.22,796.63,916.46,933245
AMZN,2024-07-15,1022.85,1250.31,1148.2,1757.64,482211
AMZN,2024-01-22,646.79,1067.51,542.88,1749.45,157604
AMZN,2024-04-15,875.62,1765.97,1136.77,2011.35,719947
MSFT,2024-04-08,263.45,1634.48,619.87,1903.23,711848
AAPL,2024-08-30,1358.77,1536.12,1778.8,1636.67,752466
META,2024-08-30,1724.38,327.61,1760.71,93.0,581102
GOOGL,2024-06-08,77.11,940.11,1150.38,1079.41,418772
GOOGL,2024-11-05,326.44,303.3,236.5,1894.3,177292
NVDA,2024-10-31,902.42,1336.88,1451.55,856.87,769955
META,2024-10-25,85.43,1103.96,1470.5,157.19,173698
GOOGL,2024-12-13,885.36,1846.75,305.93,1976.54,951392
NVDA,2024-06-17,694.12,1140.8,1095.13,388.14,396630
META,2024-12-05,1704.08,444.09,507.06,1225.58,865825
AMZN,2024-08-18,1359.03,1238.64,1706.71,1989.95,395601
AAPL,2024-05-19,78.85,1990.04,1714.76,496.01,346276
GOOGL,2024-08-11,1556.6,1623.64,600.74,652.03,821516
META,2024-08-29,1863.8,947.89,1849.2,589.93,288509
MSFT,2024-08-07,512.36,1197.13,269.45,999.43,724296
NVDA,2023-12-31,730.75,578.65,1035.6,816.68,564933
NVDA,2024-01-11,1125.15,1108.15,1126.54,83.7,639659
AMZN,2024-10-13,1219.44,638.59,768.55,189.07,392616
AAPL,2024-08-20,696.18,1810.64,332.67,385.47,151412
NVDA,2024-02-28,885.66,651.62,1787.67,1025.53,431931
NVDA,2024-09-12,760.95,390.93,1698.02,566.49,969594
NFLX,2024-11-01,1941.45,1049.28,1758.18,772.25,994004
TSLA,2024-06-24,926.4,466.19,876.09,588.56,615262
AMZN,2024-01-03,1952.38,1431.71,1802.4,1005.52,814330
GOOGL,2024-09-23,77.36,1573.04,994.49,694.64,211755
AAPL,2024-03-09,624.61,1921.8,571.54,1116.12,322200
MSFT,2024-05-16,73.62,1759.34,1046.78,401.96,660197
META,2024-07-08,346.0,639.86,1206.9,937.63,672164
TSLA,2023-12-17,1247.11,964.19,781.19,1881.64,841287
AAPL,2024-07-27,1817.88,1810.19,877.97,1252.75,832705
TSLA,2024-10-18,1019.35,1062.28,335.08,1952.45,812676
MSFT,2024-03-22,1862.13,155.14,587.73,528.98,324276
AAPL,2023-12-17,1335.77,1297.25,927.14,946.58,705579
AMZN,2024-11-22,971.29,618.17,1575.2,1401.88,490148
NVDA,2024-12-14,1001.54,1915.12,497.44,1105.3,437155
AMZN,2024-12-13,1574.95,1489.43,1364.61,764.15,693471
NVDA,2024-04-03,606.88,874.2,1655.02,1447.96,944770
AAPL,2024-09-15,1977.63,901.51,641.74,1723.98,448718
MSFT,2024-02-22,1157.28,1182.29,1775.98,1091.11,930311
NVDA,2024-05-19,1318.13,1937.04,1556.32,1235.9,80387
NVDA,2024-10-10,224.76,926.9,1617.03,854.54,42237
NFLX,2024-10-14,1810.96,1388.86,807.77,1573.92,694703
META,2024-07-08,277.22,743.65,1712.07,1728.34,678981
TSLA,2024-03-31,147.95,1467.71,604.37,1953.86,560074
META,2024-11-09,1949.87,889.13,1163.28,1360.39,650313
AMZN,2024-07-13,1436.87,1887.64,332.02,587.65,817782
TSLA,2024-07-03,258.68,1456.23,901.66,1648.48,964159
GOOGL,2024-08-21,464.03,353.48,1037.5,1081.73,132183
NVDA,2024-05-20,999.02,584.48,1256.7,457.41,500082
GOOGL,2024-09-05,633.08,363.69,452.02,635.76,868922
MSFT,2024-04-13,1960.1,1518.52,449.53,484.58,105604
GOOGL,2024-04-09,1792.11,798.41,1091.72,1079.32,256207
NVDA,2024-01-16,870.23,1554.88,1001.62,1372.16,760261
TSLA,2024-08-30,1865.54,1855.95,582.07,1417.66,899974
META,2024-05-08,528.24,650.89,988.08,662.4,656390
AAPL,2024-08-31,915.74,183.44,588.37,974.97,768375
NVDA,2024-05-25,1135.44,564.54,77.45,1591.95,563219
NVDA,2024-06-14,1189.84,1248.17,8.48,175.8,538095
META,2024-09-08,851.76,709.98,938.37,942.32,428011
GOOGL,2024-07-22,1577.14,977.36,705.58,1703.06,439503
MSFT,2024-10-01,937.38,1857.81,1041.99,1482.1,225980
TSLA,2024-08-16,516.6,1337.08,303.18,862.57,684037
TSLA,2024-05-14,796.82,783.19,169.38,1530.51,477511
NFLX,2024-10-15,1457.48,1716.99,263.46,1660.74,940857
GOOGL,2024-06-28,1958.46,648.89,1557.92,1127.34,466864
AAPL,2024-03-27,1222.79,669.92,501.7,1892.48,180792
GOOGL,2024-05-05,1036.21,219.35,906.03,939.05,947382
NVDA,2024-11-17,305.98,1340.85,1022.78,1821.92,208818
META,2024-09-11,759.13,689.38,1532.93,895.35,750542
META,2024-11-11,653.69,1349.14,963.37,1140.68,35756
TSLA,2024-06-14,1306.87,822.0,885.11,804.96,612508
META,2024-09-20,242.67,428.51,1500.7,1244.71,945660
MSFT,2024-08-04,202.91,654.46,324.73,1428.54,316479
META,2024-11-15,1958.63,799.21,1035.9,180.12,791748
NVDA,2024-11-20,865.05,176.73,302.89,1651.44,319418
MSFT,2024-09-07,1760.6,1817.58,133.39,1899.46,806263
META,2024-10-20,367.72,1164.47,1957.24,1090.38,663911
META,2024-01-14,1848.71,492.29,1268.55,923.0,735801
AMZN,2024-02-18,1921.78,1949.15,1364.82,1254.26,148868
MSFT,2024-12-05,1522.92,1751.07,489.86,227.31,819267
AAPL,2024-03-29,583.2,429.64,1519.08,942.85,712701
NVDA,2024-06-14,1782.0,1928.42,1722.99,789.23,34428
AAPL,2024-12-13,1626.4,1263.73,556.95,1202.31,193517
GOOGL,2024-09-19,571.14,226.48,1041.53,290.99,704611
NFLX,2024-04-04,130.15,287.11,986.55,807.27,166778
NVDA,2024-04-26,1669.84,972.47,1259.97,1620.55,179870
NFLX,2024-01-06,741.26,1091.15,340.08,871.82,654368
TSLA,2024-05-20,597.64,833.67,1323.1,1452.68,139843
TSLA,2024-02-17,1396.62,283.46,386.05,278.08,467973
TSLA,2024-06-22,478.89,1401.64,1502.48,1758.79,894420
NFLX,2024-03-01,186.15,1804.37,870.84,570.62,751267
GOOGL,2024-09-09,1460.1,1505.44,931.42,1000.51,512299
MSFT,2024-01-11,1260.53,1340.73,1686.22,1707.88,719166
MSFT,2024-02-12,922.24,621.3,1503.88,1152.72,801231
GOOGL,2024-11-19,184.03,1175.14,1396.89,1531.6,226805
MSFT,2024-03-06,1053.28,665.57,842.72,1753.16,666415
NVDA,2024-09-22,588.1,330.51,1774.37,668.03,339692
MSFT,2024-06-27,786.31,582.4,230.03,474.36,753946
NVDA,2024-01-20,937.42,429.07,250.68,1504.56,560465
META,2024-05-22,778.04,93.42,1410.97,547.66,965162
META,2024-03-29,1352.21,637.09,983.28,816.76,281672
NFLX,2024-09-29,1603.51,1612.35,289.7,1983.83,350346
AAPL,2024-11-28,920.29,1898.84,1601.27,513.29,849391
GOOGL,2024-04-15,211.6,100.93,519.7,460.42,149651
TSLA,2024-07-18,218.58,1455.94,583.33,1116.43,411406
GOOGL,2024-08-06,653.97,1700.03,978.04,177.0,858938
NFLX,2024-11-09,166.78,1106.68,1059.48,1931.08,659720
NVDA,2024-07-02,937.71,431.56,454.13,350.15,117497
NVDA,2024-10-08,729.85,538.64,86.11,1052.29,872051
TSLA,2024-05-22,291.2,1279.1,1612.12,1609.18,194510
AAPL,2024-04-02,825.71,953.13,1766.07,1053.91,376027
MSFT,2024-02-12,712.73,1969.32,1547.55,410.72,136887
AAPL,2024-02-21,1894.11,790.85,893.13,257.19,740368
NVDA,2024-02-17,957.87,2002.47,833.02,1676.38,482836
NFLX,2024-04-27,211.91,136.34,1673.15,1552.72,865984
GOOGL,2024-11-14,103.06,1835.87,1067.54,1459.62,182878
TSLA,2024-04-02,1649.41,183.02,322.02,1901.45,449671
MSFT,2024-01-06,1459.81,1296.55,1543.14,1775.78,992196
META,2024-07-10,1316.2,1961.36,614.73,299.08,973559
AAPL,2024-03-16,1890.49,1427.44,1095.97,1146.7,460387
META,2024-03-13,1301.28,1332.48,1557.72,271.22,973102
MSFT,2024-12-14,407.84,1149.6,378.53,1558.41,942718
TSLA,2024-04-14,758.48,356.97,682.0,1541.39,270982
GOOGL,2024-03-01,639.47,1411.49,280.47,187.44,886627
META,2024-07-07,127.63,1166.65,867.85,811.02,780470
TSLA,2024-07-16,653.28,892.52,218.15,603.26,188676
NFLX,2024-02-29,1784.72,1452.52,1472.71,420.96,627744
AAPL,2024-12-12,1814.96,1526.33,1171.43,688.06,850480
GOOGL,2024-02-17,105.74,1013.96,508.73,1074.97,767739
NFLX,2023-12-26,1752.62,1670.88,1716.93,535.65,223863
AMZN,2024-07-19,807.26,1047.02,986.93,1640.8,607716
GOOGL,2024-07-02,1029.49,1900.17,546.83,394.74,580059
GOOGL,2024-05-28,1580.7,1255.98,681.56,1536.33,500432
NFLX,2024-11-21,1841.49,619.89,769.95,948.31,825612
MSFT,2024-05-30,1665.73,1876.6,176.65,975.87,956170
MSFT,2024-11-29,1909.05,797.85,1257.51,268.91,183115
NFLX,2024-09-13,1184.73,832.97,355.08,524.83,860457
META,2024-09-09,294.3,1815.03,1420.19,1675.83,301046
TSLA,2024-05-13,1994.06,1891.91,738.06,782.41,834518
AAPL,2024-07-20,1219.84,171.68,1220.95,947.96,133348
AAPL,2024-11-19,567.45,556.08,71.0,150.87,249740
GOOGL,2024-02-13,983.47,1347.33,1931.08,246.67,247448
NVDA,2024-11-06,1287.59,1324.12,524.23,842.19,843493
AMZN,2023-12-27,262.52,1943.57,1719.54,768.24,241216
AMZN,2024-05-04,1750.19,1799.36,110.4,1013.31,29712
NVDA,2024-07-15,539.84,614.8,1676.09,1693.97,791075
GOOGL,2024-03-27,317.32,675.49,758.25,1652.01,70551
TSLA,2024-03-10,226.6,875.97,1920.66,1996.51,329960
NFLX,2024-04-22,1619.59,615.98,1669.95,1606.47,278775
GOOGL,2023-12-30,1219.44,1515.65,315.46,1613.87,988210
NFLX,2024-12-03,1124.42,459.81,1471.24,396.38,747132
NVDA,2024-06-29,1784.91,1829.53,354.64,1122.91,541036
MSFT,2024-11-13,1597.51,1177.42,1715.23,591.85,214717
GOOGL,2024-03-31,201.04,1141.25,378.08,1597.06,923855
META,2024-06-10,748.06,1965.46,365.15,407.81,813075
META,2024-03-31,1273.25,378.01,1729.02,1530.06,839966
AMZN,2024-06-08,1072.39,187.89,401.17,1295.41,962632
META,2024-05-31,1842.68,1132.88,602.97,955.87,55908
NFLX,2024-09-30,634.81,1202.02,1589.83,736.9,201332
MSFT,2024-02-12,55.86,875.95,1382.01,1722.71,919763
NFLX,2024-05-18,450.6,1339.14,973.26,633.39,143891
NVDA,2023-12-29,953.94,957.13,1240.05,400.8,377568
META,2024-07-16,1000.93,499.0,1423.08,1678.88,447117
TSLA,2024-04-07,346.98,303.83,665.57,354.17,944272
TSLA,2024-01-10,1931.53,1508.12,1186.68,144.79,851885
AMZN,2024-09-06,1240.46,609.43,190.52,394.29,33103
NFLX,2024-06-29,1398.78,1523.81,434.95,582.58,410517
NVDA,2024-04-12,1201.83,1369.92,1546.25,1291.48,465602
GOOGL,2024-07-19,496.62,98.56,1546.17,190.01,570960
TSLA,2024-09-10,483.03,719.51,1802.7,1709.95,751354
AAPL,2024-08-27,590.01,1362.6,264.89,67.77,758591
MSFT,2024-12-01,1122.04,429.27,1368.32,1438.41,90738
MSFT,2024-01-10,611.7,264.77,1558.11,628.6,948941
META,2024-11-23,1379.9,321.67,1826.78,1041.01,116428
AMZN,2023-12-24,1330.53,1051.16,53.13,784.72,786840
META,2024-09-08,106.21,1295.38,1003.45,1605.57,14835
AMZN,2024-01-23,810.9,1633.98,1932.73,678.35,105120
AMZN,2023-12-22,698.28,1790.34,899.74,1357.74,41729
TSLA,2024-03-15,1119.32,574.44,1872.69,96.41,851256
GOOGL,2024-10-05,1623.41,283.16,303.77,1309.14,700896
META,2024-07-28,900.6,1460.55,1801.64,517.86,36794
META,2024-06-13,783.54,2039.27,1105.1,762.6,275366
NFLX,2024-08-22,974.86,912.27,1715.62,982.65,576118
MSFT,2024-03-31,850.36,267.54,227.9,394.91,812878
AMZN,2024-11-22,1843.58,1603.3,162.97,1573.36,137693
GOOGL,2024-01-27,612.67,1523.22,11.73,921.33,203903
TSLA,2024-06-27,167.95,1227.39,440.02,64.07,815066
NVDA,2024-02-11,847.09,1796.78,237.77,1548.67,608411
MSFT,2024-05-25,614.49,437.32,936.19,1969.22,791122
AAPL,2024-06-13,1751.96,727.85,433.82,1911.02,500969
AAPL,2024-04-24,175.6,792.54,156.99,1627.24,709493
AMZN,2024-07-09,1582.13,1913.68,36.26,1301.62,776531
META,2024-12-11,1026.72,1762.22,1152.13,1603.98,972059
MSFT,2024-05-02,1417.2,566.23,1949.9,1192.73,304799
TSLA,2024-07-17,1466.64,418.88,1339.15,843.96,202454
MSFT,2024-10-29,1442.66,887.59,1084.5,1225.35,512269
AMZN,2024-09-28,1515.94,586.16,1648.7,281.58,297413
GOOGL,2024-04-24,1953.33,94.75,802.57,1953.2,759987
AMZN,2024-07-17,1953.56,117.21,770.68,1528.35,275247
META,2024-08-03,1082.78,1138.51,44.58,1759.05,359202
TSLA,2024-03-06,270.14,1503.89,36.54,287.12,455243
AAPL,2024-06-24,1646.9,170.11,819.0,722.33,513545
MSFT,2024-06-15,1323.02,1502.98,226.85,943.11,89558
META,2024-02-16,1026.54,790.87,1827.54,189.82,24506
META,2024-07-07,885.18,1380.85,1351.13,633.91,730189
NFLX,2023-12-26,512.77,1122.11,622.88,1075.07,424661
NVDA,2024-06-26,1016.89,1526.6,1710.25,221.78,326586
GOOGL,2024-11-17,521.98,1066.02,419.65,467.75,226553
MSFT,2024-04-25,1568.66,1168.23,226.07,1752.34,364234
GOOGL,2024-08-03,1164.48,428.68,1193.95,205.59,184301
AAPL,2024-08-13,1159.27,625.94,919.73,1426.39,884536
META,2024-11-10,1590.75,1408.28,1103.82,1475.17,523744
NFLX,2024-06-16,1632.65,925.43,1060.38,152.8,271904
AAPL,2024-07-08,1602.16,1921.96,1027.61,1782.47,24261
TSLA,2024-12-14,1102.94,698.47,688.32,817.14,383283
NFLX,2024-11-22,1880.35,1524.72,1111.18,1314.99,579766
META,2024-03-22,815.47,1049.74,47.0,481.84,950311
TSLA,2024-02-15,570.77,1419.51,485.56,83.31,105568
NVDA,2024-06-28,400.02,456.91,1138.17,1723.98,266903
GOOGL,2024-02-29,1202.1,571.12,1691.63,409.53,933725
TSLA,2024-03-25,1506.86,439.51,546.09,1338.51,608185
AAPL,2024-09-01,1763.0,426.91,328.0,1835.16,970485
GOOGL,2024-07-26,393.41,1345.19,1843.89,1398.99,560973
TSLA,2024-11-18,1316.24,1643.33,602.29,878.1,702027
GOOGL,2024-12-03,1509.57,1698.5,1179.76,523.06,685665
AMZN,2024-01-25,734.2,1275.21,975.87,656.08,791697
GOOGL,2024-12-05,444.14,1596.77,826.36,1916.57,727894
META,2024-11-20,81.69,1479.01,1330.14,648.84,934245
AMZN,2024-12-09,507.68,1849.44,481.07,298.84,381074
NFLX,2024-11-28,1660.97,631.54,1661.46,1050.99,521155
AAPL,2024-02-04,1770.51,1779.68,681.41,1167.79,341520
AMZN,2023-12-24,791.76,906.97,652.0,1772.07,941753
META,2024-08-24,363.99,1663.97,772.71,601.29,622738
AMZN,2024-11-16,426.32,1980.53,1902.03,55.6,726214
META,2024-09-27,461.07,774.72,1490.96,1271.86,800450
META,2024-10-27,105.7,742.54,1880.17,203.83,929501
AMZN,2024-11-07,827.5,591.12,1695.32,879.93,301912
TSLA,2024-02-07,1053.16,175.28,1230.66,153.16,309191
GOOGL,2024-09-03,766.59,1444.12,1529.14,1228.7,187570
NFLX,2024-07-20,603.55,193.79,89.2,511.85,591896
META,2024-04-01,414.25,1543.3,1499.25,1716.03,404510
NFLX,2024-12-10,1213.19,1636.67,885.66,1144.17,463212
GOOGL,2024-08-01,279.69,318.01,1061.35,1977.16,87233
AMZN,2024-01-23,340.04,1857.97,1270.4,198.57,310080
TSLA,2024-09-23,1892.61,1813.92,1237.06,1156.25,978207
NVDA,2024-06-26,1977.74,1451.01,1543.38,1855.3,330767
NFLX,2024-05-28,1355.43,1453.52,539.39,1683.49,387213
NFLX,2024-03-21,1648.67,204.43,1064.91,591.16,203853
GOOGL,2024-12-08,1429.59,1672.02,32.84,1819.66,958908
META,2024-11-02,1192.5,177.89,1689.09,1427.54,499940
GOOGL,2024-02-03,1063.9,683.48,1808.89,1139.93,165920
AMZN,2024-03-11,401.55,1102.3,1898.67,822.67,528440
META,2024-11-13,653.37,752.45,1306.32,1057.54,293133
AMZN,2024-10-04,330.55,1374.12,919.95,921.44,62659
AAPL,2024-08-14,1722.29,1849.78,1447.06,1938.43,772015
GOOGL,2024-07-31,1318.45,1289.4,1964.12,1814.63,426305
AAPL,2024-01-11,576.33,364.04,616.07,1544.58,745561
AAPL,2024-02-20,707.48,449.7,34.8,1981.53,166219
TSLA,2024-01-03,245.02,162.0,400.48,1513.19,804858
GOOGL,2024-08-02,1310.96,1906.62,80.51,1896.82,715482
NVDA,2024-07-19,1138.57,722.77,1636.06,964.71,767649
META,2024-08-11,1322.4,302.68,1687.05,653.87,857277
META,2024-05-22,164.66,514.82,1252.8,368.1,177140
AMZN,2024-07-21,312.87,222.1,371.68,61.15,608127
AMZN,2024-09-18,669.28,852.89,1442.75,1462.59,55963
NVDA,2024-08-10,1661.22,82.86,1283.24,915.33,760275
AMZN,2024-08-28,776.78,1065.73,416.49,1081.5,744078
TSLA,2024-01-17,420.66,1670.06,910.99,545.88,750869
AMZN,2024-06-09,861.03,1835.44,1400.79,649.43,555844
META,2024-06-11,1437.9,683.4,656.57,110.22,85529
MSFT,2024-06-29,1332.77,1479.91,812.4,1950.96,817689
MSFT,2024-01-24,868.78,167.97,681.02,576.45,130624
MSFT,2024-02-19,498.18,1459.85,245.4,1195.62,766280
GOOGL,2024-01-12,1904.06,286.4,1072.93,1217.13,447340
META,2024-04-03,168.86,1370.43,1783.9,1526.81,176421
TSLA,2024-06-08,1389.06,732.63,121.7,1547.42,465136
NVDA,2024-04-03,1761.96,1895.67,1242.47,1816.73,952907
NVDA,2024-01-05,826.49,698.83,284.59,181.03,416010
TSLA,2024-08-22,78.83,1514.03,1803.77,816.83,786821
NVDA,2024-11-17,906.89,1393.78,400.26,1318.36,490842
META,2024-02-01,175.21,1114.91,429.17,1154.89,711331
AAPL,2024-05-04,830.22,1427.59,360.57,397.26,157895
AAPL,2024-03-21,1154.34,248.54,1284.1,1298.01,531449
META,2024-10-02,1065.97,1105.17,874.49,889.13,537406
NFLX,2024-01-27,1344.56,186.43,209.47,227.22,858405
NVDA,2024-01-10,426.76,849.7,1210.69,1183.02,607793
GOOGL,2024-11-12,1223.59,1468.34,191.06,315.44,949195
NVDA,2024-11-14,1125.32,1550.75,516.43,466.59,303805
MSFT,2024-06-26,946.53,349.17,962.7,173.0,317320
TSLA,2024-10-15,55.0,1384.48,1060.18,1861.48,109314
MSFT,2024-07-26,1542.85,1838.02,15.16,1046.63,36483
TSLA,2024-05-09,427.24,1786.63,448.82,1864.31,8076
META,2024-04-30,935.83,723.33,1449.66,1915.59,799695
NVDA,2024-05-18,111.48,1577.45,1329.33,1192.64,699062
AAPL,2024-06-19,1735.72,297.9,1779.84,1281.01,217261
NVDA,2024-08-03,1399.47,1782.4,1051.1,723.15,81618
NVDA,2024-04-05,1757.52,722.42,1163.57,65.16,951302
AAPL,2024-06-20,637.82,540.28,48.71,257.4,754118
META,2024-11-14,1943.89,753.23,1348.35,190.1,213421
GOOGL,2024-04-05,1361.81,1290.46,1721.31,590.04,315881
META,2024-02-10,872.12,1622.22,1161.27,395.67,111204
NVDA,2023-12-20,1985.27,1655.09,937.14,117.57,618820
GOOGL,2024-08-17,1818.79,924.39,33.36,1645.89,27107
TSLA,2024-10-25,700.02,392.76,30.22,433.79,814552
TSLA,2024-06-15,1701.24,1176.05,1102.05,1566.06,87463
MSFT,2024-02-12,470.37,686.0,485.87,428.75,229461
AMZN,2024-12-06,1219.31,1905.15,858.35,418.02,250312
TSLA,2024-11-17,1929.45,475.58,680.27,621.48,545581
NVDA,2024-01-03,1587.19,534.9,465.69,1056.9,865805
NVDA,2024-08-27,343.47,1449.07,1383.82,299.62,880475
MSFT,2024-07-26,352.81,1099.78,276.7,1222.96,181276
AMZN,2024-06-22,1126.81,1796.73,1818.36,1920.15,868929
AAPL,2023-12-29,1415.87,1275.25,1674.74,481.81,580266
MSFT,2024-10-12,1660.95,876.78,1667.18,346.42,510456
NVDA,2024-03-07,1270.59,291.96,1268.54,690.5,748417
AMZN,2024-10-12,1880.1,1216.82,1354.62,778.12,308908
NVDA,2024-03-19,364.36,1839.11,619.86,1497.49,767132
GOOGL,2024-03-23,179.82,651.5,1281.84,1890.54,640661
AMZN,2024-07-12,1231.76,1451.29,1519.95,1852.21,111495
GOOGL,2024-11-10,1546.5,283.01,1311.99,1958.69,991104
AMZN,2024-09-22,1406.71,1764.24,740.55,1909.61,199223
TSLA,2024-10-04,1944.48,1152.25,1403.62,503.01,680661
NFLX,2024-05-20,388.44,888.14,1662.3,549.56,947911
NVDA,2024-03-04,410.33,1612.16,554.97,1251.72,861637
MSFT,2024-06-11,727.13,1020.02,1011.15,1055.56,735709
META,2024-06-10,1707.68,1247.82,36.6,106.53,87499
TSLA,2024-06-15,121.74,1944.08,1670.14,834.15,372679
NFLX,2023-12-19,1560.19,1098.61,97.4,1887.17,544143
TSLA,2024-11-30,1904.36,1290.1,201.32,1228.0,48229
MSFT,2024-06-10,862.17,1607.16,1847.29,1614.16,190397
MSFT,2024-06-08,1318.49,334.67,360.59,750.1,491254
GOOGL,2024-02-29,1379.11,185.18,992.32,1532.41,574503
MSFT,2024-05-08,114.14,730.36,1215.52,311.29,662451
NFLX,2024-10-21,626.6,1022.68,1358.78,205.76,655450
AMZN,2024-03-19,1717.71,313.15,517.65,1301.27,462188
NVDA,2024-07-04,1302.0,1694.5,315.71,171.38,164630
AMZN,2023-12-17,193.77,880.31,662.98,511.63,219783
TSLA,2024-04-10,892.15,278.64,200.12,867.06,315108
MSFT,2024-03-04,759.75,1693.71,1928.77,1520.55,46711
GOOGL,2024-05-06,625.51,1450.77,1176.96,368.85,129935
NFLX,2023-12-21,715.6,525.55,1378.74,282.35,224376
MSFT,2024-06-02,1114.78,1760.99,1859.27,1449.47,641766
NVDA,2024-02-18,221.65,211.46,1325.93,995.14,601972
NVDA,2024-02-29,1270.96,964.12,1058.25,1358.55,341466
GOOGL,2024-08-06,918.31,1254.0,412.25,47.02,257427
NFLX,2024-05-06,1176.83,1504.73,1298.92,806.52,821878
AMZN,2024-11-15,847.03,394.19,334.86,1793.36,712433
AMZN,2024-08-01,1828.43,921.91,325.94,679.62,212576
TSLA,2024-10-28,646.86,1304.4,387.42,1294.21,184658
NVDA,2024-10-23,1794.01,1562.76,516.98,610.04,868607
MSFT,2024-11-26,1068.55,1418.71,730.91,420.83,877438
AAPL,2024-05-17,109.42,1090.69,1602.37,1099.22,152545
NFLX,2024-01-01,1515.6,619.53,1719.35,90.18,977978
MSFT,2023-12-27,1391.5,1263.22,1418.29,1090.81,289972
TSLA,2024-11-17,1336.06,247.65,789.55,1230.35,181045
META,2024-04-05,79.19,253.27,1911.48,762.6,908638
META,2024-08-09,373.64,1594.56,1507.97,1972.13,998737
NVDA,2024-10-25,1660.11,1757.68,887.04,1913.21,650758
AMZN,2024-11-27,1446.99,1102.04,893.38,71.28,667220
NVDA,2024-03-30,484.09,301.56,340.48,978.76,264447
NFLX,2024-10-31,976.36,1720.82,413.78,628.91,602051
MSFT,2024-02-18,1593.1,414.48,1453.42,826.47,683782
NFLX,2024-08-03,1750.33,870.4,637.07,1593.78,48345
MSFT,2024-03-04,550.2,244.6,1783.14,1738.57,977682
TSLA,2024-12-01,1753.6,376.54,1430.53,763.17,917723
GOOGL,2024-02-19,617.85,223.78,484.73,1529.98,57998
AAPL,2024-10-15,1286.39,785.02,964.01,1395.28,381128
TSLA,2024-01-01,624.19,493.5,1915.6,46.78,749019
GOOGL,2024-11-04,1202.63,1709.24,229.31,1249.76,985746
TSLA,2024-11-27,1426.57,370.27,790.7,1121.42,237581
AMZN,2024-05-30,1986.32,597.31,308.54,1555.98,35406
GOOGL,2024-11-15,1215.24,649.56,616.53,1225.47,823292
META,2024-02-23,561.54,1341.53,733.56,1786.9,478651
MSFT,2024-04-18,1364.46,1812.58,1622.37,1027.57,245744
AAPL,2024-08-08,927.62,472.85,744.29,1523.96,935566
NVDA,2024-01-16,1003.82,1579.23,1197.63,1790.3,507909
NVDA,2024-01-22,562.61,398.93,1928.29,340.05,987334
MSFT,2024-01-05,1749.4,1062.68,1934.12,1153.26,115372
MSFT,2024-06-17,692.62,650.01,1259.09,436.69,405688
GOOGL,2024-07-19,1080.38,1085.39,1856.09,235.25,139826
TSLA,2024-07-29,524.57,1746.92,1601.15,1929.42,199093
NVDA,2024-04-22,661.38,534.78,1257.05,1016.03,48417
GOOGL,2024-05-26,953.46,1185.12,307.0,143.83,927178
NFLX,2024-04-29,864.21,572.39,442.52,1041.38,624485
TSLA,2024-02-06,1335.72,1865.11,1615.82,72.69,93644
GOOGL,2024-10-13,1819.26,579.77,499.53,1624.53,982480
AMZN,2024-04-20,740.51,686.85,1165.23,1248.12,89689
AAPL,2024-10-10,885.39,985.58,1830.2,1240.38,736443
META,2024-02-21,445.89,1831.74,1570.99,780.11,90115
META,2024-09-14,959.42,1672.51,426.73,1909.65,591875
GOOGL,2024-05-23,1817.47,1126.15,1461.87,748.28,992440
NVDA,2024-03-29,1240.0,438.06,670.79,656.18,938422
AMZN,2024-09-11,89.31,1926.7,476.34,1085.87,266136
NFLX,2024-02-03,1578.56,1273.05,1667.28,1108.95,157594
AAPL,2024-02-20,1318.67,1689.87,1703.76,1571.7,551340
AMZN,2024-04-01,497.04,1349.94,1827.74,1389.97,736815
AAPL,2024-09-23,84.57,727.46,635.87,1713.25,134185
TSLA,2024-08-04,1228.74,199.56,907.65,780.73,559993
META,2023-12-19,355.39,554.05,1049.77,1471.87,317749
GOOGL,2024-03-15,378.19,408.19,1634.36,209.45,723586
NVDA,2024-03-06,1665.3,1266.46,1096.94,1386.26,502682
AMZN,2024-10-22,1765.72,1941.17,1456.44,1514.78,857691
MSFT,2024-05-11,1474.29,423.4,714.96,1886.89,882522
AMZN,2024-03-23,681.44,797.93,1432.77,887.23,172962
AMZN,2024-09-20,467.45,1826.67,864.91,210.46,91586
MSFT,2024-11-17,272.74,1489.31,1789.23,304.68,32720
